Time,Distance,LapNumber,Driver,DriverNumber,MaxDistance
0 days 00:00:10.921000,301.6863888888889,2,LEC,16,3383.102222222226
0 days 00:00:11.161000,310.1530555555556,2,LEC,16,3383.102222222226
0 days 00:00:11.402000,319.1236111111112,2,LEC,16,3383.102222222226
0 days 00:00:11.602000,326.8458333333335,2,LEC,16,3383.102222222226
0 days 00:00:11.922000,339.91250000000014,2,LEC,16,3383.102222222226
0 days 00:00:12.162000,349.6458333333335,2,LEC,16,3383.102222222226
0 days 00:00:12.442000,361.00138888888904,2,LEC,16,3383.102222222226
0 days 00:00:12.602000,367.4902777777779,2,LEC,16,3383.102222222226
0 days 00:00:13.002000,383.60138888888906,2,LEC,16,3383.102222222226
0 days 00:00:13.202000,391.71250000000015,2,LEC,16,3383.102222222226
0 days 00:00:13.682000,411.31250000000017,2,LEC,16,3383.102222222226
0 days 00:00:13.842000,417.84583333333353,2,LEC,16,3383.102222222226
0 days 00:00:14.242000,434.4013888888891,2,LEC,16,3383.102222222226
0 days 00:00:14.682000,452.8569444444446,2,LEC,16,3383.102222222226
0 days 00:00:14.922000,462.92361111111126,2,LEC,16,3383.102222222226
0 days 00:00:15.322000,479.5902777777779,2,LEC,16,3383.102222222226
0 days 00:00:15.482000,486.301388888889,2,LEC,16,3383.102222222226
0 days 00:00:15.642000,493.0569444444446,2,LEC,16,3383.102222222226
0 days 00:00:15.802000,499.81250000000017,2,LEC,16,3383.102222222226
0 days 00:00:16.042000,510.07916666666694,2,LEC,16,3383.102222222226
0 days 00:00:16.242000,518.7458333333336,2,LEC,16,3383.102222222226
0 days 00:00:16.602000,534.5458333333336,2,LEC,16,3383.102222222226
0 days 00:00:16.763000,541.1200000000003,2,LEC,16,3383.102222222226
0 days 00:00:17.242000,559.2155555555559,2,LEC,16,3383.102222222226
0 days 00:00:17.402000,565.2155555555559,2,LEC,16,3383.102222222226
0 days 00:00:17.641000,573.9788888888891,2,LEC,16,3383.102222222226
0 days 00:00:17.882000,582.7486111111114,2,LEC,16,3383.102222222226
0 days 00:00:18.282000,597.8597222222224,2,LEC,16,3383.102222222226
0 days 00:00:18.682000,613.6375000000002,2,LEC,16,3383.102222222226
0 days 00:00:19.082000,627.7486111111114,2,LEC,16,3383.102222222226
0 days 00:00:19.482000,641.1930555555557,2,LEC,16,3383.102222222226
0 days 00:00:19.722000,649.1263888888891,2,LEC,16,3383.102222222226
0 days 00:00:20.122000,661.6819444444446,2,LEC,16,3383.102222222226
0 days 00:00:20.282000,666.6152777777779,2,LEC,16,3383.102222222226
0 days 00:00:20.562000,675.015277777778,2,LEC,16,3383.102222222226
0 days 00:00:20.882000,684.3486111111114,2,LEC,16,3383.102222222226
0 days 00:00:21.242000,694.3486111111114,2,LEC,16,3383.102222222226
0 days 00:00:21.522000,702.0486111111113,2,LEC,16,3383.102222222226
0 days 00:00:21.802000,709.7486111111114,2,LEC,16,3383.102222222226
0 days 00:00:22.042000,716.3486111111114,2,LEC,16,3383.102222222226
0 days 00:00:22.282000,722.8819444444447,2,LEC,16,3383.102222222226
0 days 00:00:22.442000,727.2375000000003,2,LEC,16,3383.102222222226
0 days 00:00:22.682000,733.7708333333336,2,LEC,16,3383.102222222226
0 days 00:00:22.882000,739.104166666667,2,LEC,16,3383.102222222226
0 days 00:00:23.082000,744.2708333333336,2,LEC,16,3383.102222222226
0 days 00:00:23.522000,754.9041666666669,2,LEC,16,3383.102222222226
0 days 00:00:23.722000,759.6819444444448,2,LEC,16,3383.102222222226
0 days 00:00:23.922000,764.3486111111114,2,LEC,16,3383.102222222226
0 days 00:00:24.201000,770.7036111111114,2,LEC,16,3383.102222222226
0 days 00:00:24.521000,777.7258333333336,2,LEC,16,3383.102222222226
0 days 00:00:24.762000,783.0144444444447,2,LEC,16,3383.102222222226
0 days 00:00:25.042000,789.1588888888892,2,LEC,16,3383.102222222226
0 days 00:00:25.282000,794.5588888888892,2,LEC,16,3383.102222222226
0 days 00:00:25.442000,798.2033333333337,2,LEC,16,3383.102222222226
0 days 00:00:25.722000,804.6588888888894,2,LEC,16,3383.102222222226
0 days 00:00:26.002000,811.2700000000004,2,LEC,16,3383.102222222226
0 days 00:00:26.282000,817.9588888888893,2,LEC,16,3383.102222222226
0 days 00:00:26.562000,824.8033333333337,2,LEC,16,3383.102222222226
0 days 00:00:26.842000,831.6477777777782,2,LEC,16,3383.102222222226
0 days 00:00:27.002000,835.6033333333337,2,LEC,16,3383.102222222226
0 days 00:00:27.162000,839.5588888888892,2,LEC,16,3383.102222222226
0 days 00:00:27.362000,844.5588888888892,2,LEC,16,3383.102222222226
0 days 00:00:27.682000,852.2922222222226,2,LEC,16,3383.102222222226
0 days 00:00:28.122000,861.825555555556,2,LEC,16,3383.102222222226
0 days 00:00:28.322000,865.9922222222226,2,LEC,16,3383.102222222226
0 days 00:00:28.522000,870.1588888888892,2,LEC,16,3383.102222222226
0 days 00:00:28.882000,877.7588888888893,2,LEC,16,3383.102222222226
0 days 00:00:29.162000,883.6700000000003,2,LEC,16,3383.102222222226
0 days 00:00:29.362000,887.8366666666669,2,LEC,16,3383.102222222226
0 days 00:00:29.563000,891.9683333333336,2,LEC,16,3383.102222222226
0 days 00:00:29.882000,898.2597222222225,2,LEC,16,3383.102222222226
0 days 00:00:30.123000,903.0797222222225,2,LEC,16,3383.102222222226
0 days 00:00:30.363000,907.9463888888891,2,LEC,16,3383.102222222226
0 days 00:00:30.563000,912.1130555555558,2,LEC,16,3383.102222222226
0 days 00:00:30.842000,918.3905555555558,2,LEC,16,3383.102222222226
0 days 00:00:31.122000,924.9238888888892,2,LEC,16,3383.102222222226
0 days 00:00:31.482000,934.0238888888892,2,LEC,16,3383.102222222226
0 days 00:00:31.682000,939.4683333333337,2,LEC,16,3383.102222222226
0 days 00:00:31.882000,945.0794444444449,2,LEC,16,3383.102222222226
0 days 00:00:32.202000,955.2127777777781,2,LEC,16,3383.102222222226
0 days 00:00:32.402000,961.4905555555559,2,LEC,16,3383.102222222226
0 days 00:00:32.602000,967.8238888888891,2,LEC,16,3383.102222222226
0 days 00:00:32.842000,975.8238888888892,2,LEC,16,3383.102222222226
0 days 00:00:33.042000,982.601666666667,2,LEC,16,3383.102222222226
0 days 00:00:33.282000,990.4016666666669,2,LEC,16,3383.102222222226
0 days 00:00:33.642000,1000.601666666667,2,LEC,16,3383.102222222226
0 days 00:00:33.842000,1005.9905555555558,2,LEC,16,3383.102222222226
0 days 00:00:34.122000,1013.0683333333336,2,LEC,16,3383.102222222226
0 days 00:00:34.362000,1019.3350000000004,2,LEC,16,3383.102222222226
0 days 00:00:34.802000,1031.801666666667,2,LEC,16,3383.102222222226
0 days 00:00:35.163000,1040.8266666666668,2,LEC,16,3383.102222222226
0 days 00:00:35.442000,1047.0266666666669,2,LEC,16,3383.102222222226
0 days 00:00:35.682000,1052.0933333333335,2,LEC,16,3383.102222222226
0 days 00:00:35.922000,1057.4266666666667,2,LEC,16,3383.102222222226
0 days 00:00:36.282000,1065.8266666666668,2,LEC,16,3383.102222222226
0 days 00:00:36.563000,1072.0711111111113,2,LEC,16,3383.102222222226
0 days 00:00:36.842000,1077.4961111111113,2,LEC,16,3383.102222222226
0 days 00:00:37.042000,1081.2183333333335,2,LEC,16,3383.102222222226
0 days 00:00:37.363000,1087.1033333333335,2,LEC,16,3383.102222222226
0 days 00:00:37.562000,1090.696388888889,2,LEC,16,3383.102222222226
0 days 00:00:37.802000,1095.0297222222223,2,LEC,16,3383.102222222226
0 days 00:00:38.002000,1098.5297222222223,2,LEC,16,3383.102222222226
0 days 00:00:38.282000,1103.1963888888888,2,LEC,16,3383.102222222226
0 days 00:00:38.562000,1107.7852777777778,2,LEC,16,3383.102222222226
0 days 00:00:38.842000,1112.296388888889,2,LEC,16,3383.102222222226
0 days 00:00:39.082000,1116.0297222222223,2,LEC,16,3383.102222222226
0 days 00:00:39.362000,1120.3075000000001,2,LEC,16,3383.102222222226
0 days 00:00:39.562000,1123.2519444444445,2,LEC,16,3383.102222222226
0 days 00:00:39.762000,1126.196388888889,2,LEC,16,3383.102222222226
0 days 00:00:40.242000,1132.996388888889,2,LEC,16,3383.102222222226
0 days 00:00:40.402000,1135.2186111111112,2,LEC,16,3383.102222222226
0 days 00:00:40.602000,1137.996388888889,2,LEC,16,3383.102222222226
0 days 00:00:40.802000,1140.9408333333336,2,LEC,16,3383.102222222226
0 days 00:00:40.962000,1143.4297222222226,2,LEC,16,3383.102222222226
0 days 00:00:41.122000,1145.9186111111114,2,LEC,16,3383.102222222226
0 days 00:00:41.482000,1152.0186111111113,2,LEC,16,3383.102222222226
0 days 00:00:41.882000,1159.3519444444446,2,LEC,16,3383.102222222226
0 days 00:00:42.282000,1167.2408333333335,2,LEC,16,3383.102222222226
0 days 00:00:42.522000,1172.0408333333335,2,LEC,16,3383.102222222226
0 days 00:00:42.762000,1177.2408333333335,2,LEC,16,3383.102222222226
0 days 00:00:43.083000,1184.7308333333335,2,LEC,16,3383.102222222226
0 days 00:00:43.242000,1188.5733333333335,2,LEC,16,3383.102222222226
0 days 00:00:43.442000,1193.2400000000002,2,LEC,16,3383.102222222226
0 days 00:00:43.642000,1197.6844444444448,2,LEC,16,3383.102222222226
0 days 00:00:43.963000,1203.9261111111114,2,LEC,16,3383.102222222226
0 days 00:00:44.163000,1207.7594444444446,2,LEC,16,3383.102222222226
0 days 00:00:44.562000,1215.0744444444447,2,LEC,16,3383.102222222226
0 days 00:00:44.802000,1219.2077777777781,2,LEC,16,3383.102222222226
0 days 00:00:45.042000,1223.1411111111115,2,LEC,16,3383.102222222226
0 days 00:00:45.282000,1226.7411111111114,2,LEC,16,3383.102222222226
0 days 00:00:45.522000,1230.2744444444447,2,LEC,16,3383.102222222226
0 days 00:00:45.802000,1234.007777777778,2,LEC,16,3383.102222222226
0 days 00:00:46.002000,1236.6188888888892,2,LEC,16,3383.102222222226
0 days 00:00:46.282000,1240.1188888888892,2,LEC,16,3383.102222222226
0 days 00:00:46.682000,1244.896666666667,2,LEC,16,3383.102222222226
0 days 00:00:46.922000,1247.6300000000003,2,LEC,16,3383.102222222226
0 days 00:00:47.163000,1250.1738888888892,2,LEC,16,3383.102222222226
0 days 00:00:47.322000,1251.8522222222225,2,LEC,16,3383.102222222226
0 days 00:00:47.562000,1254.3188888888892,2,LEC,16,3383.102222222226
0 days 00:00:47.802000,1256.7188888888893,2,LEC,16,3383.102222222226
0 days 00:00:48.002000,1258.6633333333339,2,LEC,16,3383.102222222226
0 days 00:00:48.282000,1261.3077777777783,2,LEC,16,3383.102222222226
0 days 00:00:48.522000,1263.574444444445,2,LEC,16,3383.102222222226
0 days 00:00:48.842000,1266.596666666667,2,LEC,16,3383.102222222226
0 days 00:00:49.082000,1268.9300000000003,2,LEC,16,3383.102222222226
0 days 00:00:49.242000,1270.5300000000002,2,LEC,16,3383.102222222226
0 days 00:00:49.442000,1272.696666666667,2,LEC,16,3383.102222222226
0 days 00:00:49.642000,1274.9188888888891,2,LEC,16,3383.102222222226
0 days 00:00:49.842000,1277.307777777778,2,LEC,16,3383.102222222226
0 days 00:00:50.042000,1279.8633333333337,2,LEC,16,3383.102222222226
0 days 00:00:50.322000,1283.6744444444448,2,LEC,16,3383.102222222226
0 days 00:00:50.523000,1286.521944444445,2,LEC,16,3383.102222222226
0 days 00:00:50.923000,1293.2997222222227,2,LEC,16,3383.102222222226
0 days 00:00:51.242000,1299.0594444444448,2,LEC,16,3383.102222222226
0 days 00:00:51.402000,1301.9038888888892,2,LEC,16,3383.102222222226
0 days 00:00:51.602000,1305.3483333333336,2,LEC,16,3383.102222222226
0 days 00:00:51.802000,1308.681666666667,2,LEC,16,3383.102222222226
0 days 00:00:52.042000,1312.481666666667,2,LEC,16,3383.102222222226
0 days 00:00:52.282000,1316.281666666667,2,LEC,16,3383.102222222226
0 days 00:00:52.682000,1322.281666666667,2,LEC,16,3383.102222222226
0 days 00:00:53.082000,1328.170555555556,2,LEC,16,3383.102222222226
0 days 00:00:53.242000,1330.4372222222225,2,LEC,16,3383.102222222226
0 days 00:00:53.442000,1333.270555555556,2,LEC,16,3383.102222222226
0 days 00:00:53.722000,1337.2372222222227,2,LEC,16,3383.102222222226
0 days 00:00:54.082000,1342.4372222222228,2,LEC,16,3383.102222222226
0 days 00:00:54.322000,1346.1705555555561,2,LEC,16,3383.102222222226
0 days 00:00:54.602000,1350.7594444444449,2,LEC,16,3383.102222222226
0 days 00:00:54.842000,1354.8927777777783,2,LEC,16,3383.102222222226
0 days 00:00:55.082000,1359.0261111111117,2,LEC,16,3383.102222222226
0 days 00:00:55.322000,1364.0261111111117,2,LEC,16,3383.102222222226
0 days 00:00:55.482000,1367.4038888888895,2,LEC,16,3383.102222222226
0 days 00:00:55.802000,1374.159444444445,2,LEC,16,3383.102222222226
0 days 00:00:56.242000,1382.7150000000004,2,LEC,16,3383.102222222226
0 days 00:00:56.563000,1388.6891666666672,2,LEC,16,3383.102222222226
0 days 00:00:56.803000,1392.9558333333339,2,LEC,16,3383.102222222226
0 days 00:00:57.083000,1397.7002777777784,2,LEC,16,3383.102222222226
0 days 00:00:57.443000,1403.5002777777784,2,LEC,16,3383.102222222226
0 days 00:00:57.643000,1406.666944444445,2,LEC,16,3383.102222222226
0 days 00:00:57.802000,1409.0961111111117,2,LEC,16,3383.102222222226
0 days 00:00:58.042000,1412.629444444445,2,LEC,16,3383.102222222226
0 days 00:00:58.322000,1416.7516666666672,2,LEC,16,3383.102222222226
0 days 00:00:58.522000,1419.5850000000005,2,LEC,16,3383.102222222226
0 days 00:00:58.882000,1424.5850000000005,2,LEC,16,3383.102222222226
0 days 00:00:59.082000,1427.3627777777783,2,LEC,16,3383.102222222226
0 days 00:00:59.402000,1432.2516666666672,2,LEC,16,3383.102222222226
0 days 00:00:59.602000,1435.3072222222227,2,LEC,16,3383.102222222226
0 days 00:00:59.882000,1439.8961111111116,2,LEC,16,3383.102222222226
0 days 00:01:00.042000,1442.6516666666673,2,LEC,16,3383.102222222226
0 days 00:01:00.322000,1447.7850000000008,2,LEC,16,3383.102222222226
0 days 00:01:00.482000,1451.0738888888895,2,LEC,16,3383.102222222226
0 days 00:01:00.682000,1455.7405555555563,2,LEC,16,3383.102222222226
0 days 00:01:00.962000,1462.0405555555562,2,LEC,16,3383.102222222226
0 days 00:01:01.202000,1467.7738888888894,2,LEC,16,3383.102222222226
0 days 00:01:01.442000,1474.240555555556,2,LEC,16,3383.102222222226
0 days 00:01:01.682000,1481.5738888888895,2,LEC,16,3383.102222222226
0 days 00:01:01.842000,1487.0850000000005,2,LEC,16,3383.102222222226
0 days 00:01:02.002000,1492.9072222222228,2,LEC,16,3383.102222222226
0 days 00:01:02.322000,1504.729444444445,2,LEC,16,3383.102222222226
0 days 00:01:02.522000,1512.2850000000005,2,LEC,16,3383.102222222226
0 days 00:01:02.722000,1520.2850000000008,2,LEC,16,3383.102222222226
0 days 00:01:02.882000,1526.6850000000006,2,LEC,16,3383.102222222226
0 days 00:01:03.042000,1532.2850000000008,2,LEC,16,3383.102222222226
0 days 00:01:03.242000,1539.507222222223,2,LEC,16,3383.102222222226
0 days 00:01:03.402000,1545.3294444444452,2,LEC,16,3383.102222222226
0 days 00:01:03.603000,1552.643611111112,2,LEC,16,3383.102222222226
0 days 00:01:03.883000,1563.3769444444454,2,LEC,16,3383.102222222226
0 days 00:01:04.083000,1571.0991666666673,2,LEC,16,3383.102222222226
0 days 00:01:04.562000,1589.0616666666672,2,LEC,16,3383.102222222226
0 days 00:01:04.762000,1596.450555555556,2,LEC,16,3383.102222222226
0 days 00:01:04.962000,1603.6727777777785,2,LEC,16,3383.102222222226
0 days 00:01:05.402000,1619.8061111111117,2,LEC,16,3383.102222222226
0 days 00:01:05.562000,1625.7616666666672,2,LEC,16,3383.102222222226
0 days 00:01:06.042000,1645.628333333334,2,LEC,16,3383.102222222226
0 days 00:01:06.282000,1655.7616666666672,2,LEC,16,3383.102222222226
0 days 00:01:06.602000,1669.006111111112,2,LEC,16,3383.102222222226
0 days 00:01:06.882000,1680.3616666666676,2,LEC,16,3383.102222222226
0 days 00:01:07.202000,1692.1838888888897,2,LEC,16,3383.102222222226
0 days 00:01:07.522000,1703.2061111111123,2,LEC,16,3383.102222222226
0 days 00:01:07.762000,1710.8727777777788,2,LEC,16,3383.102222222226
0 days 00:01:08.082000,1720.5616666666674,2,LEC,16,3383.102222222226
0 days 00:01:08.242000,1725.2727777777789,2,LEC,16,3383.102222222226
0 days 00:01:08.442000,1731.0505555555562,2,LEC,16,3383.102222222226
0 days 00:01:08.682000,1737.9838888888899,2,LEC,16,3383.102222222226
0 days 00:01:08.922000,1744.8505555555564,2,LEC,16,3383.102222222226
0 days 00:01:09.283000,1755.2794444444455,2,LEC,16,3383.102222222226
0 days 00:01:09.602000,1764.8494444444457,2,LEC,16,3383.102222222226
0 days 00:01:09.922000,1774.805000000001,2,LEC,16,3383.102222222226
0 days 00:01:10.083000,1779.9927777777789,2,LEC,16,3383.102222222226
0 days 00:01:10.323000,1787.9927777777787,2,LEC,16,3383.102222222226
0 days 00:01:10.482000,1793.3811111111122,2,LEC,16,3383.102222222226
0 days 00:01:10.803000,1803.9919444444454,2,LEC,16,3383.102222222226
0 days 00:01:11.043000,1811.6586111111124,2,LEC,16,3383.102222222226
0 days 00:01:11.242000,1817.9602777777789,2,LEC,16,3383.102222222226
0 days 00:01:11.602000,1829.4602777777789,2,LEC,16,3383.102222222226
0 days 00:01:11.802000,1835.9047222222234,2,LEC,16,3383.102222222226
0 days 00:01:12.082000,1845.004722222223,2,LEC,16,3383.102222222226
0 days 00:01:12.322000,1852.8047222222235,2,LEC,16,3383.102222222226
0 days 00:01:12.522000,1859.3047222222235,2,LEC,16,3383.102222222226
0 days 00:01:12.882000,1871.2047222222236,2,LEC,16,3383.102222222226
0 days 00:01:13.282000,1882.9825000000012,2,LEC,16,3383.102222222226
0 days 00:01:13.522000,1889.8491666666682,2,LEC,16,3383.102222222226
0 days 00:01:13.722000,1895.5713888888902,2,LEC,16,3383.102222222226
0 days 00:01:14.002000,1903.738055555557,2,LEC,16,3383.102222222226
0 days 00:01:14.202000,1909.6825000000015,2,LEC,16,3383.102222222226
0 days 00:01:14.602000,1921.9047222222239,2,LEC,16,3383.102222222226
0 days 00:01:14.802000,1928.0713888888906,2,LEC,16,3383.102222222226
0 days 00:01:15.162000,1939.5713888888906,2,LEC,16,3383.102222222226
0 days 00:01:15.563000,1952.8266666666682,2,LEC,16,3383.102222222226
0 days 00:01:16.042000,1967.595833333335,2,LEC,16,3383.102222222226
0 days 00:01:16.442000,1979.4847222222236,2,LEC,16,3383.102222222226
0 days 00:01:16.722000,1987.5736111111125,2,LEC,16,3383.102222222226
0 days 00:01:16.963000,1994.401944444446,2,LEC,16,3383.102222222226
0 days 00:01:17.283000,2003.4686111111128,2,LEC,16,3383.102222222226
0 days 00:01:17.723000,2015.8130555555572,2,LEC,16,3383.102222222226
0 days 00:01:17.922000,2021.3961111111128,2,LEC,16,3383.102222222226
0 days 00:01:18.282000,2030.2961111111129,2,LEC,16,3383.102222222226
0 days 00:01:18.682000,2039.4072222222242,2,LEC,16,3383.102222222226
0 days 00:01:18.882000,2043.796111111113,2,LEC,16,3383.102222222226
0 days 00:01:19.122000,2048.796111111113,2,LEC,16,3383.102222222226
0 days 00:01:19.322000,2052.796111111113,2,LEC,16,3383.102222222226
0 days 00:01:19.562000,2057.196111111113,2,LEC,16,3383.102222222226
0 days 00:01:19.922000,2063.296111111113,2,LEC,16,3383.102222222226
0 days 00:01:20.242000,2068.273888888891,2,LEC,16,3383.102222222226
0 days 00:01:20.402000,2070.7627777777802,2,LEC,16,3383.102222222226
0 days 00:01:20.562000,2073.5183333333357,2,LEC,16,3383.102222222226
0 days 00:01:20.762000,2076.685000000002,2,LEC,16,3383.102222222226
0 days 00:01:21.082000,2081.573888888891,2,LEC,16,3383.102222222226
0 days 00:01:21.282000,2084.573888888891,2,LEC,16,3383.102222222226
0 days 00:01:21.602000,2089.285000000002,2,LEC,16,3383.102222222226
0 days 00:01:21.762000,2091.5961111111133,2,LEC,16,3383.102222222226
0 days 00:01:21.962000,2094.4294444444467,2,LEC,16,3383.102222222226
0 days 00:01:22.283000,2098.7986111111136,2,LEC,16,3383.102222222226
0 days 00:01:22.562000,2102.8286111111133,2,LEC,16,3383.102222222226
0 days 00:01:22.922000,2107.9286111111132,2,LEC,16,3383.102222222226
0 days 00:01:23.282000,2113.2286111111134,2,LEC,16,3383.102222222226
0 days 00:01:23.603000,2117.5977777777803,2,LEC,16,3383.102222222226
0 days 00:01:23.883000,2121.3311111111134,2,LEC,16,3383.102222222226
0 days 00:01:24.123000,2124.5977777777803,2,LEC,16,3383.102222222226
0 days 00:01:24.403000,2128.486666666669,2,LEC,16,3383.102222222226
0 days 00:01:24.562000,2130.7833333333356,2,LEC,16,3383.102222222226
0 days 00:01:24.882000,2135.6722222222247,2,LEC,16,3383.102222222226
0 days 00:01:25.162000,2140.4166666666692,2,LEC,16,3383.102222222226
0 days 00:01:25.402000,2144.6833333333357,2,LEC,16,3383.102222222226
0 days 00:01:25.562000,2147.705555555558,2,LEC,16,3383.102222222226
0 days 00:01:25.762000,2151.8166666666693,2,LEC,16,3383.102222222226
0 days 00:01:26.002000,2157.016666666669,2,LEC,16,3383.102222222226
0 days 00:01:26.202000,2161.9055555555583,2,LEC,16,3383.102222222226
0 days 00:01:26.482000,2169.7611111111137,2,LEC,16,3383.102222222226
0 days 00:01:26.762000,2177.8500000000026,2,LEC,16,3383.102222222226
0 days 00:01:27.002000,2185.716666666669,2,LEC,16,3383.102222222226
0 days 00:01:27.322000,2194.8722222222245,2,LEC,16,3383.102222222226
0 days 00:01:27.522000,2200.5944444444467,2,LEC,16,3383.102222222226
0 days 00:01:27.882000,2209.2944444444465,2,LEC,16,3383.102222222226
0 days 00:01:28.042000,2212.761111111113,2,LEC,16,3383.102222222226
0 days 00:01:28.202000,2216.050000000002,2,LEC,16,3383.102222222226
0 days 00:01:28.442000,2220.650000000002,2,LEC,16,3383.102222222226
0 days 00:01:28.682000,2224.916666666669,2,LEC,16,3383.102222222226
0 days 00:01:28.883000,2228.0433333333353,2,LEC,16,3383.102222222226
0 days 00:01:29.163000,2231.932222222224,2,LEC,16,3383.102222222226
0 days 00:01:29.322000,2234.052222222224,2,LEC,16,3383.102222222226
0 days 00:01:29.603000,2237.6427777777794,2,LEC,16,3383.102222222226
0 days 00:01:29.802000,2240.9594444444465,2,LEC,16,3383.102222222226
0 days 00:01:30.122000,2248.0705555555573,2,LEC,16,3383.102222222226
0 days 00:01:30.323000,2252.369722222224,2,LEC,16,3383.102222222226
0 days 00:01:30.523000,2257.2030555555575,2,LEC,16,3383.102222222226
0 days 00:01:30.803000,2264.7475000000018,2,LEC,16,3383.102222222226
0 days 00:01:31.083000,2272.5252777777796,2,LEC,16,3383.102222222226
0 days 00:01:31.282000,2277.942500000002,2,LEC,16,3383.102222222226
0 days 00:01:31.642000,2290.242500000002,2,LEC,16,3383.102222222226
0 days 00:01:31.802000,2295.798055555558,2,LEC,16,3383.102222222226
0 days 00:01:32.042000,2301.7313888888916,2,LEC,16,3383.102222222226
0 days 00:01:32.242000,2306.5091666666694,2,LEC,16,3383.102222222226
0 days 00:01:32.562000,2312.909166666669,2,LEC,16,3383.102222222226
0 days 00:01:32.762000,2316.5202777777804,2,LEC,16,3383.102222222226
0 days 00:01:33.002000,2320.5202777777804,2,LEC,16,3383.102222222226
0 days 00:01:33.362000,2326.1202777777803,2,LEC,16,3383.102222222226
0 days 00:01:33.562000,2329.3425000000025,2,LEC,16,3383.102222222226
0 days 00:01:33.762000,2332.898055555558,2,LEC,16,3383.102222222226
0 days 00:01:34.042000,2339.1202777777803,2,LEC,16,3383.102222222226
0 days 00:01:34.282000,2345.3869444444467,2,LEC,16,3383.102222222226
0 days 00:01:34.482000,2350.831388888891,2,LEC,16,3383.102222222226
0 days 00:01:34.722000,2357.631388888891,2,LEC,16,3383.102222222226
0 days 00:01:35.082000,2366.131388888891,2,LEC,16,3383.102222222226
0 days 00:01:35.282000,2370.853611111113,2,LEC,16,3383.102222222226
0 days 00:01:35.442000,2374.4091666666686,2,LEC,16,3383.102222222226
0 days 00:01:35.922000,2385.0758333333356,2,LEC,16,3383.102222222226
0 days 00:01:36.082000,2388.6313888888913,2,LEC,16,3383.102222222226
0 days 00:01:36.442000,2396.731388888891,2,LEC,16,3383.102222222226
